bundle,game_object_id,mono_id,path,name,layer,local_position,world_position,block_type,is_gamepad_cursor_movable,collider_type,is_trigger,collider_center,collider_size
battle/map/stage_city-ca-da00101.unity3d,423,2732,MapTool/Map/block_root/emptyblock/enter/empty 7_10,empty 7_10,24,"7,2,10","7,2,10",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,418,2733,MapTool/Map/block_root/emptyblock/enter/empty 0_15,empty 0_15,24,"0,2.4,15","0,2.4,15",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,419,2734,MapTool/Map/block_root/emptyblock/enter/empty 10_17,empty 10_17,24,"10,4,17","10,4,17",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,420,2735,MapTool/Map/block_root/emptyblock/noenter/empty 14_14,empty 14_14,24,"14,3.2,14","14,3.2,14",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,421,2736,MapTool/Map/block_root/emptyblock/enter/empty 7_11,empty 7_11,24,"7,1.6,11","7,1.6,11",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,408,2737,MapTool/Map/block_root/emptyblock/enter/empty 7_5,empty 7_5,24,"7,0.4,5","7,0.4,5",11,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,406,2738,MapTool/Map/block_root/emptyblock/enter/empty 12_17,empty 12_17,24,"12,4,17","12,4,17",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,407,2739,MapTool/Map/block_root/emptyblock/noenter/empty 5_1,empty 5_1,24,"5,-0.8,1","5,-0.8,1",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,410,2740,MapTool/Map/block_root/emptyblock/enter/empty 2_11,empty 2_11,24,"2,1.6,11","2,1.6,11",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,409,2741,MapTool/Map/block_root/emptyblock/enter/empty 0_13,empty 0_13,24,"0,2.4,13","0,2.4,13",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,433,2742,MapTool/Map/block_root/emptyblock/noenter/empty 6_0,empty 6_0,24,"6,-0.8,0","6,-0.8,0",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,434,2743,MapTool/Map/block_root/emptyblock/enter/empty 4_13,empty 4_13,24,"4,2.4,13","4,2.4,13",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,430,2744,MapTool/Map/block_root/emptyblock/enter/empty 3_2,empty 3_2,24,"3,8.9407e-08,2","3,8.9407e-08,2",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,431,2745,MapTool/Map/block_root/emptyblock/enter/empty 10_7,empty 10_7,24,"10,1.2,7","10,1.2,7",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,432,2746,MapTool/Map/block_root/emptyblock/enter/empty 3_3,empty 3_3,24,"3,8.9407e-08,3","3,8.9407e-08,3",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,436,2747,MapTool/Map/block_root/emptyblock/enter/empty 7_7,empty 7_7,24,"7,1.2,7","7,1.2,7",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,435,2748,MapTool/Map/block_root/emptyblock/enter/empty 0_0,empty 0_0,24,"0,0,0","0,0,0",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,424,2749,MapTool/Map/block_root/emptyblock/noenter/empty -1_13,empty -1_13,24,"-1,1.6,13","-1,1.6,13",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,427,2750,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 10_2,empty 10_2,24,"10,0.8,2","10,0.8,2",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,428,2751,MapTool/Map/block_root/emptyblock/enter/empty 1_16,empty 1_16,24,"1,2,16","1,2,16",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,429,2752,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 2_0,empty 2_0,24,"2,0,0","2,0,0",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,425,2753,MapTool/Map/block_root/emptyblock/enter/empty 6_14,empty 6_14,24,"6,2.4,14","6,2.4,14",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,426,2754,MapTool/Map/block_root/emptyblock/enter/empty 0_4,empty 0_4,24,"0,0,4","0,0,4",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,449,2755,MapTool/Map/block_root/emptyblock/enter/empty 5_5,empty 5_5,24,"5,-1.11759e-08,5","5,-1.11759e-08,5",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,448,2756,MapTool/Map/block_root/emptyblock/enter/empty 2_15,empty 2_15,24,"2,2.4,15","2,2.4,15",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,450,2757,MapTool/Map/block_root/emptyblock/noenter/empty 7_4,empty 7_4,24,"7,-0.8,4","7,-0.8,4",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,445,2758,MapTool/Map/block_root/emptyblock/enter/empty 1_5,empty 1_5,24,"1,0,5","1,0,5",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,444,2759,MapTool/Map/block_root/emptyblock/noenter/empty 3_18,empty 3_18,24,"3,2,18","3,2,18",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,446,2760,MapTool/Map/block_root/emptyblock/enter/empty 8_7,empty 8_7,24,"8,1.2,7","8,1.2,7",1,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,447,2761,MapTool/Map/block_root/emptyblock/noenter/empty 0_19,empty 0_19,24,"0,1.6,19","0,1.6,19",28,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,453,2762,MapTool/Map/block_root/emptyblock/enter/empty 6_13,empty 6_13,24,"6,2.4,13","6,2.4,13",10,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,454,2763,MapTool/Map/block_root/emptyblock/enter/empty 1_17,empty 1_17,24,"1,2,17","1,2,17",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,455,2764,MapTool/Map/block_root/emptyblock/enter/empty 14_3,empty 14_3,24,"14,2.4,3","14,2.4,3",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,451,2765,MapTool/Map/block_root/emptyblock/enter/empty 12_14,empty 12_14,24,"12,3.2,14","12,3.2,14",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,452,2766,MapTool/Map/block_root/emptyblock/enter/empty 11_15,empty 11_15,24,"11,3.2,15","11,3.2,15",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,439,2767,MapTool/Map/block_root/emptyblock/enter/empty 3_9,empty 3_9,24,"3,1.6,9","3,1.6,9",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,438,2768,MapTool/Map/block_root/emptyblock/enter/empty 9_5,empty 9_5,24,"9,0.8,5","9,0.8,5",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,437,2769,MapTool/Map/block_root/emptyblock/enter/empty 8_13,empty 8_13,24,"8,2.8,13","8,2.8,13",12,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,443,2770,MapTool/Map/block_root/emptyblock/enter/enter-grass/empty 2_10,empty 2_10,24,"2,1.2,10","2,1.2,10",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,440,2771,MapTool/Map/block_root/emptyblock/noenter/empty 5_11,empty 5_11,24,"5,0.4,11","5,0.4,11",15,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,441,2772,MapTool/Map/block_root/emptyblock/enter/empty 13_3,empty 13_3,24,"13,2.4,3","13,2.4,3",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
battle/map/stage_city-ca-da00101.unity3d,442,2773,MapTool/Map/block_root/emptyblock/enter/empty 11_7,empty 11_7,24,"11,1.2,7","11,1.2,7",2,1,BoxCollider,True,"0,-0.05,0","1,0.1,1"
